,a1 x,a1 y,a1 lenSum,a1 sd,a1 rt,a2 x,a2 y,a2 lenSum,a2 sd,a2 rt,a3 x,a3 y,a3 lenSum,a3 sd,a3 rt,a4 x,a4 y,a4 lenSum,a4 sd,a4 rt
0,9118.0,8214.0,27998.826705564647,2457.2019116548,4.315376281738281e-05,9118.0,8214.0,27998.826705564647,2457.2019116548,0.00010657310485839844,8469.15564738713,4810.05692534842,26951.6543431166,4943.61140163790,1.654953956604004,9118.0,8214.0,27998.826705564647,2457.2019116548,4.100799560546875e-05
1,34836.666666666664,26711.0,45429.286165781465,4692.655354292577,2.288818359375e-05,34836.666666666664,26711.0,45429.286165781465,4692.655354292577,8.130073547363281e-05,31841.3315643268,33602.0196035922,41773.8558596640,10672.2786725840,2.2155420780181885,34836.666666666664,26711.0,45429.286165781465,4692.655354292577,3.886222839355469e-05
2,31100.0,13610.0,39587.83923978366,5372.322116646117,2.47955322265625e-05,31100.0,13610.0,39587.83923978366,5372.322116646117,7.700920104980469e-05,30643.4056157225,7106.66782102707,33638.8692707933,10943.7773538657,3.715226888656616,31100.0,13610.0,39587.83923978366,5372.322116646117,4.100799560546875e-05
3,19123.666666666668,8317.0,24003.461886661145,2043.2915018993197,2.4080276489257812e-05,19123.666666666668,8317.0,24003.461886661145,2043.2915018993197,8.296966552734375e-05,21767.8071312019,10252.9319639196,22705.3222126744,4653.11949729185,1.0556039810180664,19123.666666666668,8317.0,24003.461886661145,2043.2915018993197,3.790855407714844e-05
4,29777.333333333332,36075.333333333336,70250.22987087714,8867.34470520862,2.5033950805664062e-05,29777.333333333332,36075.333333333336,70250.22987087714,8867.34470520862,8.296966552734375e-05,40081.1422099408,45024.8077905271,56697.7785968965,21355.4027824547,3.571371078491211,29777.333333333332,36075.333333333336,70250.22987087714,8867.34470520862,3.933906555175781e-05
5,21525.0,17396.0,41341.60550557506,4529.623656447086,2.47955322265625e-05,21525.0,17396.0,41341.60550557506,4529.623656447086,8.0108642578125e-05,19614.5965767278,10017.8628429545,36932.2035140875,10814.4812683141,1.8967831134796143,21525.0,17396.0,41341.60550557506,4529.623656447086,4.00543212890625e-05
6,30326.666666666668,37600.333333333336,33876.11582660644,5280.787046794626,2.5987625122070312e-05,30326.666666666668,37600.333333333336,33876.11582660644,5280.787046794626,8.416175842285156e-05,31790.3122718669,40972.6754312000,31981.2209030749,7434.21285299497,3.244879722595215,30326.666666666668,37600.333333333336,33876.11582660644,5280.787046794626,4.076957702636719e-05
7,17247.0,32844.0,47294.99026435189,3107.9226698312705,2.6226043701171875e-05,17247.0,32844.0,47294.99026435189,3107.9226698312705,8.225440979003906e-05,14493.0933105875,35828.7816728707,46541.4422464965,5831.70663808623,2.238478899002075,17247.0,32844.0,47294.99026435189,3107.9226698312705,3.886222839355469e-05
8,23444.666666666668,30966.333333333332,29185.277769254797,1300.7852129234054,2.288818359375e-05,23444.666666666668,30966.333333333332,29185.277769254797,1300.7852129234054,8.0108642578125e-05,25284.0924071630,31425.4882653079,28861.2163354586,2715.95701150461,1.1008670330047607,23444.666666666668,30966.333333333332,29185.277769254797,1300.7852129234054,3.886222839355469e-05
9,28774.666666666668,34218.0,40301.65020021067,5527.041796073187,2.5033950805664062e-05,28774.666666666668,34218.0,40301.65020021067,5527.041796073187,8.082389831542969e-05,29900.6497897006,39387.7234616000,38133.7430804930,8799.74289167287,3.44940185546875,28774.666666666668,34218.0,40301.65020021067,5527.041796073187,3.981590270996094e-05
10,31101.333333333332,18746.333333333332,48748.16757497742,5884.792208942941,3.0040740966796875e-05,31101.333333333332,18746.333333333332,48748.16757497742,5884.792208942941,7.724761962890625e-05,34846.3304232370,8859.38961577039,38380.0302519299,15709.2473380764,3.6362130641937256,31101.333333333332,18746.333333333332,48748.16757497742,5884.792208942941,4.291534423828125e-05
11,24963.666666666668,9961.333333333334,35868.704174344915,4484.364129993261,6.127357482910156e-05,24963.666666666668,9961.333333333334,35868.704174344915,4484.364129993261,8.916854858398438e-05,18109.2866737249,12052.5050945714,28999.7685583393,10998.8018406376,4.197962045669556,24963.666666666668,9961.333333333334,35868.704174344915,4484.364129993261,4.076957702636719e-05
12,26680.666666666668,22078.666666666668,47652.26996574066,8021.034701279506,2.3126602172851562e-05,26680.666666666668,22078.666666666668,47652.26996574066,8021.034701279506,7.224082946777344e-05,28744.0930311712,17756.7584573286,43608.4270072110,11326.0097727008,4.152901887893677,26680.666666666668,22078.666666666668,47652.26996574066,8021.034701279506,4.00543212890625e-05
13,24976.333333333332,27487.666666666668,43002.2822386994,3270.449005246121,2.5033950805664062e-05,24976.333333333332,27487.666666666668,43002.2822386994,3270.449005246121,8.0108642578125e-05,20640.6374864106,24725.8860853756,41260.6801881123,7309.40256351971,1.818195104598999,24976.333333333332,27487.666666666668,43002.2822386994,3270.449005246121,3.814697265625e-05
14,10696.666666666666,42177.333333333336,20926.318597452282,1807.8041301818428,2.3603439331054688e-05,10696.666666666666,42177.333333333336,20926.318597452282,1807.8041301818428,7.796287536621094e-05,11987.8185971516,40092.0344554262,20270.7907621209,3504.90380813441,1.1921226978302002,10696.666666666666,42177.333333333336,20926.318597452282,1807.8041301818428,5.0067901611328125e-05
15,10567.0,32300.0,26501.27545435027,3725.504847111354,3.1948089599609375e-05,10567.0,32300.0,26501.27545435027,3725.504847111354,8.606910705566406e-05,10819.1190008955,36089.9463368101,23625.6715943172,6657.53570321371,3.456063985824585,10567.0,32300.0,26501.27545435027,3725.504847111354,3.981590270996094e-05
16,19970.0,23575.333333333332,52559.31702113685,4958.606729399723,2.4080276489257812e-05,19970.0,23575.333333333332,52559.31702113685,4958.606729399723,8.225440979003906e-05,26048.9048426355,21713.0116121091,51013.0200990391,9099.66756955369,3.2190661430358887,19970.0,23575.333333333332,52559.31702113685,4958.606729399723,4.029273986816406e-05
17,22479.333333333332,14580.333333333334,24438.6318216711,3107.3080290181256,2.2649765014648438e-05,22479.333333333332,14580.333333333334,24438.6318216711,3107.3080290181256,8.296966552734375e-05,26434.6925397843,13744.9355176197,21473.4323445981,6412.84735689026,3.5930399894714355,22479.333333333332,14580.333333333334,24438.6318216711,3107.3080290181256,3.981590270996094e-05
18,31742.666666666668,19867.333333333332,56221.04609583084,6761.0779539168525,2.5033950805664062e-05,31742.666666666668,19867.333333333332,56221.04609583084,6761.0779539168525,9.489059448242188e-05,28001.2703074792,9528.00828979794,48562.7289749367,15992.9642730748,3.792836904525757,31742.666666666668,19867.333333333332,56221.04609583084,6761.0779539168525,3.981590270996094e-05
19,22657.0,18749.666666666668,41385.69798905133,5312.084022501411,3.790855407714844e-05,22657.0,18749.666666666668,41385.69798905133,5312.084022501411,8.988380432128906e-05,17687.8051971063,22294.0284055425,39172.5639244503,9234.89119054514,3.4225051403045654,22657.0,18749.666666666668,41385.69798905133,5312.084022501411,4.00543212890625e-05
20,23936.5,28393.75,75403.71115233921,3134.7968779351913,2.3126602172851562e-05,23936.5,28393.75,75403.71115233921,3134.7968779351913,0.00010991096496582031,15651.4633829337,30833.8098812771,74036.0973846889,9858.81187875347,4.585285186767578,27801.49033221246,27282.38103252699,76690.94838235446,3709.969467650381,4.601478576660156e-05
21,19070.75,33082.5,74136.41018087397,4636.304323577718,3.314018249511719e-05,19070.75,33082.5,74136.41018087397,4636.304323577718,9.202957153320312e-05,15712.7343097412,29647.0898892762,73220.5877412966,7280.67185214249,3.706102132797241,20209.36653709797,34278.81921616229,74843.80021816803,4199.553580971015,4.291534423828125e-05
22,23720.0,28392.0,51728.16183127521,6547.413237098882,2.9087066650390625e-05,23720.0,28392.0,51728.16183127521,6547.413237098882,9.012222290039062e-05,24156.8757076442,26630.4004523966,50102.0056025376,7517.45957839162,4.214706897735596,23720.0,28392.0,51728.16183127521,6547.413237098882,0.0001010894775390625
23,23299.25,17359.25,66027.6826539876,8111.974487387088,2.288818359375e-05,23299.25,17359.25,66027.6826539876,8111.974487387088,8.797645568847656e-05,18234.5370694130,11560.1145134590,58004.4291752792,13685.0917639832,4.841745853424072,23299.25,17359.25,66027.6826539876,8111.974487387088,0.0001270771026611328
24,19734.0,12756.25,40461.784552200086,4963.846050766371,2.6941299438476562e-05,19734.0,12756.25,40461.784552200086,4963.846050766371,9.274482727050781e-05,23875.1522665974,11173.5858591181,35355.6522301588,8275.84449024582,4.596543073654175,19734.0,12756.25,40461.784552200086,4963.846050766371,9.703636169433594e-05
25,16440.0,14297.25,52569.14211944148,6606.222615014025,2.7894973754882812e-05,16440.0,14297.25,52569.14211944148,6606.222615014025,9.417533874511719e-05,11169.8405954144,16004.0280227352,47542.2236650261,10285.0900879707,4.702915906906128,16440.0,14297.25,52569.14211944148,6606.222615014025,9.965896606445312e-05
